

*******************************************************************************
Ephemeris / WWW_USER Fri Feb  3 11:58:09 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 9998-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 9999-Jan-01 00:00:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun (R_eq= 696000.000) km
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.230201.p230427                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-FEB-01. PREDICTS-> 2023-APR-26
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN:SS, Date_________JDUT, , ,       TDB-UT,
***********************************************************
$$SOE
b9705-Jan-01 00:00:00, -1823328.50000000, , , 418222.53187,
b9704-Jan-01 00:00:00, -1822962.50000000, , , 418149.84866,
b9703-Jan-01 00:00:00, -1822597.50000000, , , 418077.37033,
b9702-Jan-01 00:00:00, -1822232.50000000, , , 418004.89829,
b9701-Jan-01 00:00:00, -1821867.50000000, , , 417932.43252,
b9700-Jan-01 00:00:00, -1821501.50000000, , , 417859.77453,
b9699-Jan-01 00:00:00, -1821136.50000000, , , 417787.32135,
b9698-Jan-01 00:00:00, -1820771.50000000, , , 417714.87446,
b9697-Jan-01 00:00:00, -1820406.50000000, , , 417642.43384,
b9696-Jan-01 00:00:00, -1820040.50000000, , , 417569.80107,
b9695-Jan-01 00:00:00, -1819675.50000000, , , 417497.37304,
b9694-Jan-01 00:00:00, -1819310.50000000, , , 417424.95129,
b9693-Jan-01 00:00:00, -1818945.50000000, , , 417352.53583,
b9692-Jan-01 00:00:00, -1818579.50000000, , , 417279.92827,
b9691-Jan-01 00:00:00, -1818214.50000000, , , 417207.52539,
b9690-Jan-01 00:00:00, -1817849.50000000, , , 417135.12879,
b9689-Jan-01 00:00:00, -1817484.50000000, , , 417062.73847,
b9688-Jan-01 00:00:00, -1817118.50000000, , , 416990.15614,
b9687-Jan-01 00:00:00, -1816753.50000000, , , 416917.77840,
b9686-Jan-01 00:00:00, -1816388.50000000, , , 416845.40695,
b9685-Jan-01 00:00:00, -1816023.50000000, , , 416773.04178,
b9684-Jan-01 00:00:00, -1815657.50000000, , , 416700.48466,
b9683-Jan-01 00:00:00, -1815292.50000000, , , 416628.13208,
b9682-Jan-01 00:00:00, -1814927.50000000, , , 416555.78578,
b9681-Jan-01 00:00:00, -1814562.50000000, , , 416483.44576,
b9680-Jan-01 00:00:00, -1814196.50000000, , , 416410.91386,
b9679-Jan-01 00:00:00, -1813831.50000000, , , 416338.58642,
b9678-Jan-01 00:00:00, -1813466.50000000, , , 416266.26527,
b9677-Jan-01 00:00:00, -1813101.50000000, , , 416193.95040,
b9676-Jan-01 00:00:00, -1812735.50000000, , , 416121.44371,
b9675-Jan-01 00:00:00, -1812370.50000000, , , 416049.14143,
b9674-Jan-01 00:00:00, -1812005.50000000, , , 415976.84542,
b9673-Jan-01 00:00:00, -1811640.50000000, , , 415904.55570,
b9672-Jan-01 00:00:00, -1811274.50000000, , , 415832.07424,
b9671-Jan-01 00:00:00, -1810909.50000000, , , 415759.79710,
b9670-Jan-01 00:00:00, -1810544.50000000, , , 415687.52624,
b9669-Jan-01 00:00:00, -1810179.50000000, , , 415615.26167,
b9668-Jan-01 00:00:00, -1809813.50000000, , , 415542.80542,
b9667-Jan-01 00:00:00, -1809448.50000000, , , 415470.55343,
b9666-Jan-01 00:00:00, -1809083.50000000, , , 415398.30773,
b9665-Jan-01 00:00:00, -1808718.50000000, , , 415326.06830,
b9664-Jan-01 00:00:00, -1808352.50000000, , , 415253.63727,
b9663-Jan-01 00:00:00, -1807987.50000000, , , 415181.41043,
b9662-Jan-01 00:00:00, -1807622.50000000, , , 415109.18987,
b9661-Jan-01 00:00:00, -1807257.50000000, , , 415036.97560,
b9660-Jan-01 00:00:00, -1806891.50000000, , , 414964.56979,
b9659-Jan-01 00:00:00, -1806526.50000000, , , 414892.36809,
b9658-Jan-01 00:00:00, -1806161.50000000, , , 414820.17269,
b9657-Jan-01 00:00:00, -1805796.50000000, , , 414747.98356,
b9656-Jan-01 00:00:00, -1805430.50000000, , , 414675.60296,
b9655-Jan-01 00:00:00, -1805065.50000000, , , 414603.42642,
b9654-Jan-01 00:00:00, -1804700.50000000, , , 414531.25616,
b9653-Jan-01 00:00:00, -1804335.50000000, , , 414459.09219,
b9652-Jan-01 00:00:00, -1803969.50000000, , , 414386.73681,
b9651-Jan-01 00:00:00, -1803604.50000000, , , 414314.58541,
b9650-Jan-01 00:00:00, -1803239.50000000, , , 414242.44030,
b9649-Jan-01 00:00:00, -1802874.50000000, , , 414170.30147,
b9648-Jan-01 00:00:00, -1802508.50000000, , , 414097.97131,
b9647-Jan-01 00:00:00, -1802143.50000000, , , 414025.84507,
b9646-Jan-01 00:00:00, -1801778.50000000, , , 413953.72511,
b9645-Jan-01 00:00:00, -1801413.50000000, , , 413881.61143,
b9644-Jan-01 00:00:00, -1801047.50000000, , , 413809.30649,
b9643-Jan-01 00:00:00, -1800682.50000000, , , 413737.20539,
b9642-Jan-01 00:00:00, -1800317.50000000, , , 413665.11058,
b9641-Jan-01 00:00:00, -1799952.50000000, , , 413593.02205,
b9640-Jan-01 00:00:00, -1799586.50000000, , , 413520.74232,
b9639-Jan-01 00:00:00, -1799221.50000000, , , 413448.66637,
b9638-Jan-01 00:00:00, -1798856.50000000, , , 413376.59671,
b9637-Jan-01 00:00:00, -1798491.50000000, , , 413304.53333,
b9636-Jan-01 00:00:00, -1798125.50000000, , , 413232.27882,
b9635-Jan-01 00:00:00, -1797760.50000000, , , 413160.22802,
b9634-Jan-01 00:00:00, -1797395.50000000, , , 413088.18351,
b9633-Jan-01 00:00:00, -1797030.50000000, , , 413016.14527,
b9632-Jan-01 00:00:00, -1796664.50000000, , , 412943.91598,
b9631-Jan-01 00:00:00, -1796299.50000000, , , 412871.89033,
b9630-Jan-01 00:00:00, -1795934.50000000, , , 412799.87097,
b9629-Jan-01 00:00:00, -1795569.50000000, , , 412727.85788,
b9628-Jan-01 00:00:00, -1795203.50000000, , , 412655.65381,
b9627-Jan-01 00:00:00, -1794838.50000000, , , 412583.65331,
b9626-Jan-01 00:00:00, -1794473.50000000, , , 412511.65909,
b9625-Jan-01 00:00:00, -1794108.50000000, , , 412439.67116,
b9624-Jan-01 00:00:00, -1793742.50000000, , , 412367.49230,
b9623-Jan-01 00:00:00, -1793377.50000000, , , 412295.51695,
b9622-Jan-01 00:00:00, -1793012.50000000, , , 412223.54788,
b9621-Jan-01 00:00:00, -1792647.50000000, , , 412151.58510,
b9620-Jan-01 00:00:00, -1792281.50000000, , , 412079.43146,
b9619-Jan-01 00:00:00, -1791916.50000000, , , 412007.48126,
b9618-Jan-01 00:00:00, -1791551.50000000, , , 411935.53734,
b9617-Jan-01 00:00:00, -1791186.50000000, , , 411863.59970,
b9616-Jan-01 00:00:00, -1790820.50000000, , , 411791.47128,
b9615-Jan-01 00:00:00, -1790455.50000000, , , 411719.54623,
b9614-Jan-01 00:00:00, -1790090.50000000, , , 411647.62745,
b9613-Jan-01 00:00:00, -1789725.50000000, , , 411575.71497,
b9612-Jan-01 00:00:00, -1789359.50000000, , , 411503.61177,
b9611-Jan-01 00:00:00, -1788994.50000000, , , 411431.71186,
b9610-Jan-01 00:00:00, -1788629.50000000, , , 411359.81824,
b9609-Jan-01 00:00:00, -1788264.50000000, , , 411287.93090,
b9608-Jan-01 00:00:00, -1787898.50000000, , , 411215.85291,
b9607-Jan-01 00:00:00, -1787533.50000000, , , 411143.97816,
b9606-Jan-01 00:00:00, -1787168.50000000, , , 411072.10968,
b9605-Jan-01 00:00:00, -1786803.50000000, , , 411000.24749,
b9604-Jan-01 00:00:00, -1786437.50000000, , , 410928.19473,
b9603-Jan-01 00:00:00, -1786072.50000000, , , 410856.34512,
b9602-Jan-01 00:00:00, -1785707.50000000, , , 410784.50179,
b9601-Jan-01 00:00:00, -1785342.50000000, , , 410712.66475,
b9600-Jan-01 00:00:00, -1784976.50000000, , , 410640.63721,
b9599-Jan-01 00:00:00, -1784611.50000000, , , 410568.81275,
b9598-Jan-01 00:00:00, -1784246.50000000, , , 410496.99457,
b9597-Jan-01 00:00:00, -1783881.50000000, , , 410425.18268,
b9596-Jan-01 00:00:00, -1783515.50000000, , , 410353.18035,
b9595-Jan-01 00:00:00, -1783150.50000000, , , 410281.38104,
b9594-Jan-01 00:00:00, -1782785.50000000, , , 410209.58801,
b9593-Jan-01 00:00:00, -1782420.50000000, , , 410137.80126,
b9592-Jan-01 00:00:00, -1782054.50000000, , , 410065.82415,
b9591-Jan-01 00:00:00, -1781689.50000000, , , 409994.04999,
b9590-Jan-01 00:00:00, -1781324.50000000, , , 409922.28211,
b9589-Jan-01 00:00:00, -1780959.50000000, , , 409850.52052,
b9588-Jan-01 00:00:00, -1780593.50000000, , , 409778.56862,
b9587-Jan-01 00:00:00, -1780228.50000000, , , 409706.81961,
b9586-Jan-01 00:00:00, -1779863.50000000, , , 409635.07688,
b9585-Jan-01 00:00:00, -1779498.50000000, , , 409563.34043,
b9584-Jan-01 00:00:00, -1779132.50000000, , , 409491.41376,
b9583-Jan-01 00:00:00, -1778767.50000000, , , 409419.68989,
b9582-Jan-01 00:00:00, -1778402.50000000, , , 409347.97231,
b9581-Jan-01 00:00:00, -1778037.50000000, , , 409276.26101,
b9580-Jan-01 00:00:00, -1777671.50000000, , , 409204.35956,
b9579-Jan-01 00:00:00, -1777306.50000000, , , 409132.66084,
b9578-Jan-01 00:00:00, -1776941.50000000, , , 409060.96841,
b9577-Jan-01 00:00:00, -1776576.50000000, , , 408989.28226,
b9576-Jan-01 00:00:00, -1776210.50000000, , , 408917.40602,
b9575-Jan-01 00:00:00, -1775845.50000000, , , 408845.73245,
b9574-Jan-01 00:00:00, -1775480.50000000, , , 408774.06517,
b9573-Jan-01 00:00:00, -1775115.50000000, , , 408702.40417,
b9572-Jan-01 00:00:00, -1774749.50000000, , , 408630.55315,
b9571-Jan-01 00:00:00, -1774384.50000000, , , 408558.90473,
b9570-Jan-01 00:00:00, -1774019.50000000, , , 408487.26259,
b9569-Jan-01 00:00:00, -1773654.50000000, , , 408415.62674,
b9568-Jan-01 00:00:00, -1773288.50000000, , , 408343.80094,
b9567-Jan-01 00:00:00, -1772923.50000000, , , 408272.17767,
b9566-Jan-01 00:00:00, -1772558.50000000, , , 408200.56068,
b9565-Jan-01 00:00:00, -1772193.50000000, , , 408128.94998,
b9564-Jan-01 00:00:00, -1771827.50000000, , , 408057.14939,
b9563-Jan-01 00:00:00, -1771462.50000000, , , 407985.55127,
b9562-Jan-01 00:00:00, -1771097.50000000, , , 407913.95943,
b9561-Jan-01 00:00:00, -1770732.50000000, , , 407842.37388,
b9560-Jan-01 00:00:00, -1770366.50000000, , , 407770.59851,
b9559-Jan-01 00:00:00, -1770001.50000000, , , 407699.02554,
b9558-Jan-01 00:00:00, -1769636.50000000, , , 407627.45885,
b9557-Jan-01 00:00:00, -1769271.50000000, , , 407555.89845,
b9556-Jan-01 00:00:00, -1768905.50000000, , , 407484.14829,
b9555-Jan-01 00:00:00, -1768540.50000000, , , 407412.60047,
b9554-Jan-01 00:00:00, -1768175.50000000, , , 407341.05893,
b9553-Jan-01 00:00:00, -1767810.50000000, , , 407269.52368,
b9552-Jan-01 00:00:00, -1767444.50000000, , , 407197.79874,
b9551-Jan-01 00:00:00, -1767079.50000000, , , 407126.27607,
b9550-Jan-01 00:00:00, -1766714.50000000, , , 407054.75968,
b9549-Jan-01 00:00:00, -1766349.50000000, , , 406983.24957,
b9548-Jan-01 00:00:00, -1765983.50000000, , , 406911.54985,
b9547-Jan-01 00:00:00, -1765618.50000000, , , 406840.05233,
b9546-Jan-01 00:00:00, -1765253.50000000, , , 406768.56109,
b9545-Jan-01 00:00:00, -1764888.50000000, , , 406697.07613,
b9544-Jan-01 00:00:00, -1764522.50000000, , , 406625.40163,
b9543-Jan-01 00:00:00, -1764157.50000000, , , 406553.92926,
b9542-Jan-01 00:00:00, -1763792.50000000, , , 406482.46316,
b9541-Jan-01 00:00:00, -1763427.50000000, , , 406411.00335,
b9540-Jan-01 00:00:00, -1763061.50000000, , , 406339.35407,
b9539-Jan-01 00:00:00, -1762696.50000000, , , 406267.90685,
b9538-Jan-01 00:00:00, -1762331.50000000, , , 406196.46590,
b9537-Jan-01 00:00:00, -1761966.50000000, , , 406125.03124,
b9536-Jan-01 00:00:00, -1761600.50000000, , , 406053.40718,
b9535-Jan-01 00:00:00, -1761235.50000000, , , 405981.98510,
b9534-Jan-01 00:00:00, -1760870.50000000, , , 405910.56930,
b9533-Jan-01 00:00:00, -1760505.50000000, , , 405839.15979,
b9532-Jan-01 00:00:00, -1760139.50000000, , , 405767.56095,
b9531-Jan-01 00:00:00, -1759774.50000000, , , 405696.16402,
b9530-Jan-01 00:00:00, -1759409.50000000, , , 405624.77337,
b9529-Jan-01 00:00:00, -1759044.50000000, , , 405553.38901,
b9528-Jan-01 00:00:00, -1758678.50000000, , , 405481.81538,
b9527-Jan-01 00:00:00, -1758313.50000000, , , 405410.44360,
b9526-Jan-01 00:00:00, -1757948.50000000, , , 405339.07810,
b9525-Jan-01 00:00:00, -1757583.50000000, , , 405267.71889,
b9524-Jan-01 00:00:00, -1757217.50000000, , , 405196.17048,
b9523-Jan-01 00:00:00, -1756852.50000000, , , 405124.82384,
b9522-Jan-01 00:00:00, -1756487.50000000, , , 405053.48350,
b9521-Jan-01 00:00:00, -1756122.50000000, , , 404982.14943,
b9520-Jan-01 00:00:00, -1755756.50000000, , , 404910.62624,
b9519-Jan-01 00:00:00, -1755391.50000000, , , 404839.30476,
b9518-Jan-01 00:00:00, -1755026.50000000, , , 404767.98956,
b9517-Jan-01 00:00:00, -1754661.50000000, , , 404696.68064,
b9516-Jan-01 00:00:00, -1754295.50000000, , , 404625.18266,
b9515-Jan-01 00:00:00, -1753930.50000000, , , 404553.88633,
b9514-Jan-01 00:00:00, -1753565.50000000, , , 404482.59628,
b9513-Jan-01 00:00:00, -1753200.50000000, , , 404411.31251,
b9512-Jan-01 00:00:00, -1752834.50000000, , , 404339.83975,
b9511-Jan-01 00:00:00, -1752469.50000000, , , 404268.56857,
b9510-Jan-01 00:00:00, -1752104.50000000, , , 404197.30367,
b9509-Jan-01 00:00:00, -1751739.50000000, , , 404126.04505,
b9508-Jan-01 00:00:00, -1751373.50000000, , , 404054.59751,
b9507-Jan-01 00:00:00, -1751008.50000000, , , 403983.35147,
b9506-Jan-01 00:00:00, -1750643.50000000, , , 403912.11172,
b9505-Jan-01 00:00:00, -1750278.50000000, , , 403840.87825,
b9504-Jan-01 00:00:00, -1749912.50000000, , , 403769.45593,
b9503-Jan-01 00:00:00, -1749547.50000000, , , 403698.23504,
b9502-Jan-01 00:00:00, -1749182.50000000, , , 403627.02044,
b9501-Jan-01 00:00:00, -1748817.50000000, , , 403555.81211,
b9500-Jan-01 00:00:00, -1748451.50000000, , , 403484.41501,
b9499-Jan-01 00:00:00, -1748086.50000000, , , 403413.21927,
b9498-Jan-01 00:00:00, -1747721.50000000, , , 403342.02982,
b9497-Jan-01 00:00:00, -1747356.50000000, , , 403270.84664,
b9496-Jan-01 00:00:00, -1746990.50000000, , , 403199.47476,
b9495-Jan-01 00:00:00, -1746625.50000000, , , 403128.30417,
b9494-Jan-01 00:00:00, -1746260.50000000, , , 403057.13986,
b9493-Jan-01 00:00:00, -1745895.50000000, , , 402985.98184,
b9492-Jan-01 00:00:00, -1745529.50000000, , , 402914.63517,
b9491-Jan-01 00:00:00, -1745164.50000000, , , 402843.48973,
b9490-Jan-01 00:00:00, -1744799.50000000, , , 402772.35057,
b9489-Jan-01 00:00:00, -1744434.50000000, , , 402701.21769,
b9488-Jan-01 00:00:00, -1744068.50000000, , , 402629.89624,
b9487-Jan-01 00:00:00, -1743703.50000000, , , 402558.77595,
b9486-Jan-01 00:00:00, -1743338.50000000, , , 402487.66194,
b9485-Jan-01 00:00:00, -1742973.50000000, , , 402416.55422,
b9484-Jan-01 00:00:00, -1742607.50000000, , , 402345.25798,
b9483-Jan-01 00:00:00, -1742242.50000000, , , 402274.16284,
b9482-Jan-01 00:00:00, -1741877.50000000, , , 402203.07398,
b9481-Jan-01 00:00:00, -1741512.50000000, , , 402131.99140,
b9480-Jan-01 00:00:00, -1741146.50000000, , , 402060.72039,
b9479-Jan-01 00:00:00, -1740781.50000000, , , 401989.65039,
b9478-Jan-01 00:00:00, -1740416.50000000, , , 401918.58668,
b9477-Jan-01 00:00:00, -1740051.50000000, , , 401847.52925,
b9476-Jan-01 00:00:00, -1739685.50000000, , , 401776.28345,
b9475-Jan-01 00:00:00, -1739320.50000000, , , 401705.23861,
b9474-Jan-01 00:00:00, -1738955.50000000, , , 401634.20005,
b9473-Jan-01 00:00:00, -1738590.50000000, , , 401563.16777,
b9472-Jan-01 00:00:00, -1738224.50000000, , , 401491.94719,
b9471-Jan-01 00:00:00, -1737859.50000000, , , 401420.92749,
b9470-Jan-01 00:00:00, -1737494.50000000, , , 401349.91408,
b9469-Jan-01 00:00:00, -1737129.50000000, , , 401278.90694,
b9468-Jan-01 00:00:00, -1736763.50000000, , , 401207.71158,
b9467-Jan-01 00:00:00, -1736398.50000000, , , 401136.71703,
b9466-Jan-01 00:00:00, -1736033.50000000, , , 401065.72877,
b9465-Jan-01 00:00:00, -1735668.50000000, , , 400994.74679,
b9464-Jan-01 00:00:00, -1735302.50000000, , , 400923.57664,
b9463-Jan-01 00:00:00, -1734937.50000000, , , 400852.60724,
b9462-Jan-01 00:00:00, -1734572.50000000, , , 400781.64413,
b9461-Jan-01 00:00:00, -1734207.50000000, , , 400710.68729,
b9460-Jan-01 00:00:00, -1733841.50000000, , , 400639.54237,
b9459-Jan-01 00:00:00, -1733476.50000000, , , 400568.59812,
b9458-Jan-01 00:00:00, -1733111.50000000, , , 400497.66015,
b9457-Jan-01 00:00:00, -1732746.50000000, , , 400426.72847,
b9456-Jan-01 00:00:00, -1732380.50000000, , , 400355.60876,
b9455-Jan-01 00:00:00, -1732015.50000000, , , 400284.68966,
b9454-Jan-01 00:00:00, -1731650.50000000, , , 400213.77684,
b9453-Jan-01 00:00:00, -1731285.50000000, , , 400142.87030,
b9452-Jan-01 00:00:00, -1730919.50000000, , , 400071.77581,
b9451-Jan-01 00:00:00, -1730554.50000000, , , 400000.88186,
b9450-Jan-01 00:00:00, -1730189.50000000, , , 399929.99419,
b9449-Jan-01 00:00:00, -1729824.50000000, , , 399859.11280,
b9448-Jan-01 00:00:00, -1729458.50000000, , , 399788.04353,
b9447-Jan-01 00:00:00, -1729093.50000000, , , 399717.17472,
b9446-Jan-01 00:00:00, -1728728.50000000, , , 399646.31220,
b9445-Jan-01 00:00:00, -1728363.50000000, , , 399575.45597,
b9444-Jan-01 00:00:00, -1727997.50000000, , , 399504.41191,
b9443-Jan-01 00:00:00, -1727632.50000000, , , 399433.56825,
b9442-Jan-01 00:00:00, -1727267.50000000, , , 399362.73088,
b9441-Jan-01 00:00:00, -1726902.50000000, , , 399291.89979,
b9440-Jan-01 00:00:00, -1726536.50000000, , , 399220.88096,
b9439-Jan-01 00:00:00, -1726171.50000000, , , 399150.06245,
b9438-Jan-01 00:00:00, -1725806.50000000, , , 399079.25023,
b9437-Jan-01 00:00:00, -1725441.50000000, , , 399008.44429,
b9436-Jan-01 00:00:00, -1725075.50000000, , , 398937.45067,
b9435-Jan-01 00:00:00, -1724710.50000000, , , 398866.65731,
b9434-Jan-01 00:00:00, -1724345.50000000, , , 398795.87023,
b9433-Jan-01 00:00:00, -1723980.50000000, , , 398725.08944,
b9432-Jan-01 00:00:00, -1723614.50000000, , , 398654.12104,
b9431-Jan-01 00:00:00, -1723249.50000000, , , 398583.35283,
b9430-Jan-01 00:00:00, -1722884.50000000, , , 398512.59091,
b9429-Jan-01 00:00:00, -1722519.50000000, , , 398441.83526,
b9428-Jan-01 00:00:00, -1722153.50000000, , , 398370.89208,
b9427-Jan-01 00:00:00, -1721788.50000000, , , 398300.14902,
b9426-Jan-01 00:00:00, -1721423.50000000, , , 398229.41224,
b9425-Jan-01 00:00:00, -1721058.50000000, , , 398158.68175,
b9424-Jan-01 00:00:00, -1720692.50000000, , , 398087.76378,
b9423-Jan-01 00:00:00, -1720327.50000000, , , 398017.04587,
b9422-Jan-01 00:00:00, -1719962.50000000, , , 397946.33424,
b9421-Jan-01 00:00:00, -1719597.50000000, , , 397875.62890,
b9420-Jan-01 00:00:00, -1719231.50000000, , , 397804.73615,
b9419-Jan-01 00:00:00, -1718866.50000000, , , 397734.04339,
b9418-Jan-01 00:00:00, -1718501.50000000, , , 397663.35691,
b9417-Jan-01 00:00:00, -1718136.50000000, , , 397592.67671,
b9416-Jan-01 00:00:00, -1717770.50000000, , , 397521.80918,
b9415-Jan-01 00:00:00, -1717405.50000000, , , 397451.14157,
b9414-Jan-01 00:00:00, -1717040.50000000, , , 397380.48024,
b9413-Jan-01 00:00:00, -1716675.50000000, , , 397309.82519,
b9412-Jan-01 00:00:00, -1716309.50000000, , , 397238.98287,
b9411-Jan-01 00:00:00, -1715944.50000000, , , 397168.34041,
b9410-Jan-01 00:00:00, -1715579.50000000, , , 397097.70423,
b9409-Jan-01 00:00:00, -1715214.50000000, , , 397027.07433,
b9408-Jan-01 00:00:00, -1714848.50000000, , , 396956.25723,
b9407-Jan-01 00:00:00, -1714483.50000000, , , 396885.63992,
b9406-Jan-01 00:00:00, -1714118.50000000, , , 396815.02889,
b9405-Jan-01 00:00:00, -1713753.50000000, , , 396744.42414,
b9404-Jan-01 00:00:00, -1713387.50000000, , , 396673.63226,
b9403-Jan-01 00:00:00, -1713022.50000000, , , 396603.04009,
b9402-Jan-01 00:00:00, -1712657.50000000, , , 396532.45421,
b9401-Jan-01 00:00:00, -1712292.50000000, , , 396461.87461,
b9400-Jan-01 00:00:00, -1711926.50000000, , , 396391.10795,
b9399-Jan-01 00:00:00, -1711561.50000000, , , 396320.54093,
b9398-Jan-01 00:00:00, -1711196.50000000, , , 396249.98019,
b9397-Jan-01 00:00:00, -1710831.50000000, , , 396179.42574,
b9396-Jan-01 00:00:00, -1710465.50000000, , , 396108.68430,
b9395-Jan-01 00:00:00, -1710100.50000000, , , 396038.14243,
b9394-Jan-01 00:00:00, -1709735.50000000, , , 395967.60684,
b9393-Jan-01 00:00:00, -1709370.50000000, , , 395897.07754,
b9392-Jan-01 00:00:00, -1709004.50000000, , , 395826.36131,
b9391-Jan-01 00:00:00, -1708639.50000000, , , 395755.84459,
b9390-Jan-01 00:00:00, -1708274.50000000, , , 395685.33416,
b9389-Jan-01 00:00:00, -1707909.50000000, , , 395614.83000,
b9388-Jan-01 00:00:00, -1707543.50000000, , , 395544.13900,
b9387-Jan-01 00:00:00, -1707178.50000000, , , 395473.64742,
b9386-Jan-01 00:00:00, -1706813.50000000, , , 395403.16214,
b9385-Jan-01 00:00:00, -1706448.50000000, , , 395332.68313,
b9384-Jan-01 00:00:00, -1706082.50000000, , , 395262.01734,
b9383-Jan-01 00:00:00, -1705717.50000000, , , 395191.55092,
b9382-Jan-01 00:00:00, -1705352.50000000, , , 395121.09078,
b9381-Jan-01 00:00:00, -1704987.50000000, , , 395050.63692,
b9380-Jan-01 00:00:00, -1704621.50000000, , , 394979.99635,
b9379-Jan-01 00:00:00, -1704256.50000000, , , 394909.55508,
b9378-Jan-01 00:00:00, -1703891.50000000, , , 394839.12008,
b9377-Jan-01 00:00:00, -1703526.50000000, , , 394768.69138,
b9376-Jan-01 00:00:00, -1703160.50000000, , , 394698.07602,
b9375-Jan-01 00:00:00, -1702795.50000000, , , 394627.65990,
b9374-Jan-01 00:00:00, -1702430.50000000, , , 394557.25006,
b9373-Jan-01 00:00:00, -1702065.50000000, , , 394486.84650,
b9372-Jan-01 00:00:00, -1701699.50000000, , , 394416.25636,
b9371-Jan-01 00:00:00, -1701334.50000000, , , 394345.86538,
b9370-Jan-01 00:00:00, -1700969.50000000, , , 394275.48069,
b9369-Jan-01 00:00:00, -1700604.50000000, , , 394205.10228,
b9368-Jan-01 00:00:00, -1700238.50000000, , , 394134.53736,
b9367-Jan-01 00:00:00, -1699873.50000000, , , 394064.17153,
b9366-Jan-01 00:00:00, -1699508.50000000, , , 393993.81199,
b9365-Jan-01 00:00:00, -1699143.50000000, , , 393923.45873,
b9364-Jan-01 00:00:00, -1698777.50000000, , , 393852.91903,
b9363-Jan-01 00:00:00, -1698412.50000000, , , 393782.57835,
b9362-Jan-01 00:00:00, -1698047.50000000, , , 393712.24395,
b9361-Jan-01 00:00:00, -1697682.50000000, , , 393641.91584,
b9360-Jan-01 00:00:00, -1697316.50000000, , , 393571.40136,
b9359-Jan-01 00:00:00, -1696951.50000000, , , 393501.08583,
b9358-Jan-01 00:00:00, -1696586.50000000, , , 393430.77658,
b9357-Jan-01 00:00:00, -1696221.50000000, , , 393360.47362,
b9356-Jan-01 00:00:00, -1695855.50000000, , , 393289.98435,
b9355-Jan-01 00:00:00, -1695490.50000000, , , 393219.69397,
b9354-Jan-01 00:00:00, -1695125.50000000, , , 393149.40987,
b9353-Jan-01 00:00:00, -1694760.50000000, , , 393079.13206,
b9352-Jan-01 00:00:00, -1694394.50000000, , , 393008.66801,
b9351-Jan-01 00:00:00, -1694029.50000000, , , 392938.40278,
b9350-Jan-01 00:00:00, -1693664.50000000, , , 392868.14383,
b9349-Jan-01 00:00:00, -1693299.50000000, , , 392797.89116,
b9348-Jan-01 00:00:00, -1692933.50000000, , , 392727.45233,
b9347-Jan-01 00:00:00, -1692568.50000000, , , 392657.21225,
b9346-Jan-01 00:00:00, -1692203.50000000, , , 392586.97845,
b9345-Jan-01 00:00:00, -1691838.50000000, , , 392516.75093,
b9344-Jan-01 00:00:00, -1691472.50000000, , , 392446.33732,
b9343-Jan-01 00:00:00, -1691107.50000000, , , 392376.12239,
b9342-Jan-01 00:00:00, -1690742.50000000, , , 392305.91373,
b9341-Jan-01 00:00:00, -1690377.50000000, , , 392235.71137,
b9340-Jan-01 00:00:00, -1690011.50000000, , , 392165.32297,
b9339-Jan-01 00:00:00, -1689646.50000000, , , 392095.13319,
b9338-Jan-01 00:00:00, -1689281.50000000, , , 392024.94968,
b9337-Jan-01 00:00:00, -1688916.50000000, , , 391954.77246,
b9336-Jan-01 00:00:00, -1688550.50000000, , , 391884.40929,
b9335-Jan-01 00:00:00, -1688185.50000000, , , 391814.24465,
b9334-Jan-01 00:00:00, -1687820.50000000, , , 391744.08630,
b9333-Jan-01 00:00:00, -1687455.50000000, , , 391673.93423,
