

*******************************************************************************
Ephemeris / WWW_USER Fri Feb  3 11:58:09 2023 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Sun (10)                        {source: DE441}
Center body name: Earth (399)                     {source: DE441}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : B.C. 9998-Jan-01 00:00:00.0000 UT      
Stop  time      : A.D. 9999-Jan-01 00:00:00.0000 UT      
Step-size       : 1 calendar year
*******************************************************************************
Target pole/equ : IAU_SUN                         {East-longitude positive}
Target radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.1 x 6378.1 x 6356.8 km     {Equator, meridian, pole}    
Target primary  : Sun (R_eq= 696000.000) km
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: DE441}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
EOP file        : eop.230201.p230427                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2023-FEB-01. PREDICTS-> 2023-APR-26
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*******************************************************************************
 Date__(UT)__HR:MN:SS, Date_________JDUT, , ,       TDB-UT,
***********************************************************
$$SOE
b0171-Jan-01 00:00:00, 1658965.500000000, , , 12445.447978,
b0170-Jan-01 00:00:00, 1659330.500000000, , , 12433.067360,
b0169-Jan-01 00:00:00, 1659695.500000000, , , 12420.696465,
b0168-Jan-01 00:00:00, 1660061.500000000, , , 12408.301449,
b0167-Jan-01 00:00:00, 1660426.500000000, , , 12395.950055,
b0166-Jan-01 00:00:00, 1660791.500000000, , , 12383.608415,
b0165-Jan-01 00:00:00, 1661156.500000000, , , 12371.276538,
b0164-Jan-01 00:00:00, 1661522.500000000, , , 12358.920689,
b0163-Jan-01 00:00:00, 1661887.500000000, , , 12346.608396,
b0162-Jan-01 00:00:00, 1662252.500000000, , , 12334.305898,
b0161-Jan-01 00:00:00, 1662617.500000000, , , 12322.013204,
b0160-Jan-01 00:00:00, 1662983.500000000, , , 12309.696687,
b0159-Jan-01 00:00:00, 1663348.500000000, , , 12297.423660,
b0158-Jan-01 00:00:00, 1663713.500000000, , , 12285.160469,
b0157-Jan-01 00:00:00, 1664078.500000000, , , 12272.907123,
b0156-Jan-01 00:00:00, 1664444.500000000, , , 12260.630104,
b0155-Jan-01 00:00:00, 1664809.500000000, , , 12248.396507,
b0154-Jan-01 00:00:00, 1665174.500000000, , , 12236.172788,
b0153-Jan-01 00:00:00, 1665539.500000000, , , 12223.958955,
b0152-Jan-01 00:00:00, 1665905.500000000, , , 12211.721597,
b0151-Jan-01 00:00:00, 1666270.500000000, , , 12199.527596,
b0150-Jan-01 00:00:00, 1666635.500000000, , , 12187.343513,
b0149-Jan-01 00:00:00, 1667000.500000000, , , 12175.169358,
b0148-Jan-01 00:00:00, 1667366.500000000, , , 12162.971828,
b0147-Jan-01 00:00:00, 1667731.500000000, , , 12150.817586,
b0146-Jan-01 00:00:00, 1668096.500000000, , , 12138.673304,
b0145-Jan-01 00:00:00, 1668461.500000000, , , 12126.538991,
b0144-Jan-01 00:00:00, 1668827.500000000, , , 12114.381453,
b0143-Jan-01 00:00:00, 1669192.500000000, , , 12102.267137,
b0142-Jan-01 00:00:00, 1669557.500000000, , , 12090.162820,
b0141-Jan-01 00:00:00, 1669922.500000000, , , 12078.068514,
b0140-Jan-01 00:00:00, 1670288.500000000, , , 12065.951134,
b0139-Jan-01 00:00:00, 1670653.500000000, , , 12053.876907,
b0138-Jan-01 00:00:00, 1671018.500000000, , , 12041.812721,
b0137-Jan-01 00:00:00, 1671383.500000000, , , 12029.758586,
b0136-Jan-01 00:00:00, 1671749.500000000, , , 12017.681529,
b0135-Jan-01 00:00:00, 1672114.500000000, , , 12005.647556,
b0134-Jan-01 00:00:00, 1672479.500000000, , , 11993.623665,
b0133-Jan-01 00:00:00, 1672844.500000000, , , 11981.609867,
b0132-Jan-01 00:00:00, 1673210.500000000, , , 11969.573298,
b0131-Jan-01 00:00:00, 1673575.500000000, , , 11957.579743,
b0130-Jan-01 00:00:00, 1673940.500000000, , , 11945.596312,
b0129-Jan-01 00:00:00, 1674305.500000000, , , 11933.623015,
b0128-Jan-01 00:00:00, 1674671.500000000, , , 11921.627099,
b0127-Jan-01 00:00:00, 1675036.500000000, , , 11909.674128,
b0126-Jan-01 00:00:00, 1675401.500000000, , , 11897.731321,
b0125-Jan-01 00:00:00, 1675766.500000000, , , 11885.798689,
b0124-Jan-01 00:00:00, 1676132.500000000, , , 11873.843593,
b0123-Jan-01 00:00:00, 1676497.500000000, , , 11861.931369,
b0122-Jan-01 00:00:00, 1676862.500000000, , , 11850.029352,
b0121-Jan-01 00:00:00, 1677227.500000000, , , 11838.137550,
b0120-Jan-01 00:00:00, 1677593.500000000, , , 11826.223437,
b0119-Jan-01 00:00:00, 1677958.500000000, , , 11814.352127,
b0118-Jan-01 00:00:00, 1678323.500000000, , , 11802.491063,
b0117-Jan-01 00:00:00, 1678688.500000000, , , 11790.640257,
b0116-Jan-01 00:00:00, 1679054.500000000, , , 11778.767292,
b0115-Jan-01 00:00:00, 1679419.500000000, , , 11766.937059,
b0114-Jan-01 00:00:00, 1679784.500000000, , , 11755.117114,
b0113-Jan-01 00:00:00, 1680149.500000000, , , 11743.307467,
b0112-Jan-01 00:00:00, 1680515.500000000, , , 11731.475817,
b0111-Jan-01 00:00:00, 1680880.500000000, , , 11719.686826,
b0110-Jan-01 00:00:00, 1681245.500000000, , , 11707.908164,
b0109-Jan-01 00:00:00, 1681610.500000000, , , 11696.139842,
b0108-Jan-01 00:00:00, 1681976.500000000, , , 11684.349670,
b0107-Jan-01 00:00:00, 1682341.500000000, , , 11672.602086,
b0106-Jan-01 00:00:00, 1682706.500000000, , , 11660.864873,
b0105-Jan-01 00:00:00, 1683071.500000000, , , 11649.138040,
b0104-Jan-01 00:00:00, 1683437.500000000, , , 11637.389512,
b0103-Jan-01 00:00:00, 1683802.500000000, , , 11625.683500,
b0102-Jan-01 00:00:00, 1684167.500000000, , , 11613.987899,
b0101-Jan-01 00:00:00, 1684532.500000000, , , 11602.301720,
b0100-Jan-01 00:00:00, 1684898.500000000, , , 11590.594991,
b0099-Jan-01 00:00:00, 1685263.500000000, , , 11578.930670,
b0098-Jan-01 00:00:00, 1685628.500000000, , , 11567.276733,
b0097-Jan-01 00:00:00, 1685993.500000000, , , 11555.633155,
b0096-Jan-01 00:00:00, 1686359.500000000, , , 11543.968056,
b0095-Jan-01 00:00:00, 1686724.500000000, , , 11532.345153,
b0094-Jan-01 00:00:00, 1687089.500000000, , , 11520.732538,
b0093-Jan-01 00:00:00, 1687454.500000000, , , 11509.130186,
b0092-Jan-01 00:00:00, 1687820.500000000, , , 11497.506328,
b0091-Jan-01 00:00:00, 1688185.500000000, , , 11485.924457,
b0090-Jan-01 00:00:00, 1688550.500000000, , , 11474.352778,
b0089-Jan-01 00:00:00, 1688915.500000000, , , 11462.791265,
b0088-Jan-01 00:00:00, 1689281.500000000, , , 11451.208261,
b0087-Jan-01 00:00:00, 1689646.500000000, , , 11439.667036,
b0086-Jan-01 00:00:00, 1690011.500000000, , , 11428.135906,
b0085-Jan-01 00:00:00, 1690376.500000000, , , 11416.614845,
b0084-Jan-01 00:00:00, 1690742.500000000, , , 11405.072308,
b0083-Jan-01 00:00:00, 1691107.500000000, , , 11393.571343,
b0082-Jan-01 00:00:00, 1691472.500000000, , , 11382.080375,
b0081-Jan-01 00:00:00, 1691837.500000000, , , 11370.599381,
b0080-Jan-01 00:00:00, 1692203.500000000, , , 11359.096923,
b0079-Jan-01 00:00:00, 1692568.500000000, , , 11347.635831,
b0078-Jan-01 00:00:00, 1692933.500000000, , , 11336.184640,
b0077-Jan-01 00:00:00, 1693298.500000000, , , 11324.743326,
b0076-Jan-01 00:00:00, 1693664.500000000, , , 11313.280559,
b0075-Jan-01 00:00:00, 1694029.500000000, , , 11301.858954,
b0074-Jan-01 00:00:00, 1694394.500000000, , , 11290.447153,
b0073-Jan-01 00:00:00, 1694759.500000000, , , 11279.045132,
b0072-Jan-01 00:00:00, 1695125.500000000, , , 11267.621670,
b0071-Jan-01 00:00:00, 1695490.500000000, , , 11256.239165,
b0070-Jan-01 00:00:00, 1695855.500000000, , , 11244.866368,
b0069-Jan-01 00:00:00, 1696220.500000000, , , 11233.503254,
b0068-Jan-01 00:00:00, 1696586.500000000, , , 11222.118709,
b0067-Jan-01 00:00:00, 1696951.500000000, , , 11210.774918,
b0066-Jan-01 00:00:00, 1697316.500000000, , , 11199.440738,
b0065-Jan-01 00:00:00, 1697681.500000000, , , 11188.116146,
b0064-Jan-01 00:00:00, 1698047.500000000, , , 11176.770130,
b0063-Jan-01 00:00:00, 1698412.500000000, , , 11165.464666,
b0062-Jan-01 00:00:00, 1698777.500000000, , , 11154.168717,
b0061-Jan-01 00:00:00, 1699142.500000000, , , 11142.882259,
b0060-Jan-01 00:00:00, 1699508.500000000, , , 11131.574385,
b0059-Jan-01 00:00:00, 1699873.500000000, , , 11120.306863,
b0058-Jan-01 00:00:00, 1700238.500000000, , , 11109.048759,
b0057-Jan-01 00:00:00, 1700603.500000000, , , 11097.800049,
b0056-Jan-01 00:00:00, 1700969.500000000, , , 11086.529929,
b0055-Jan-01 00:00:00, 1701334.500000000, , , 11075.299962,
b0054-Jan-01 00:00:00, 1701699.500000000, , , 11064.079316,
b0053-Jan-01 00:00:00, 1702064.500000000, , , 11052.867968,
b0052-Jan-01 00:00:00, 1702430.500000000, , , 11041.635216,
b0051-Jan-01 00:00:00, 1702795.500000000, , , 11030.442416,
b0050-Jan-01 00:00:00, 1703160.500000000, , , 11019.258842,
b0049-Jan-01 00:00:00, 1703525.500000000, , , 11008.084470,
b0048-Jan-01 00:00:00, 1703891.500000000, , , 10996.888697,
b0047-Jan-01 00:00:00, 1704256.500000000, , , 10985.732680,
b0046-Jan-01 00:00:00, 1704621.500000000, , , 10974.585791,
b0045-Jan-01 00:00:00, 1704986.500000000, , , 10963.448008,
b0044-Jan-01 00:00:00, 1705352.500000000, , , 10952.288827,
b0043-Jan-01 00:00:00, 1705717.500000000, , , 10941.169206,
b0042-Jan-01 00:00:00, 1706082.500000000, , , 10930.058616,
b0041-Jan-01 00:00:00, 1706447.500000000, , , 10918.957035,
b0040-Jan-01 00:00:00, 1706813.500000000, , , 10907.834060,
b0039-Jan-01 00:00:00, 1707178.500000000, , , 10896.750448,
b0038-Jan-01 00:00:00, 1707543.500000000, , , 10885.675771,
b0037-Jan-01 00:00:00, 1707908.500000000, , , 10874.610006,
b0036-Jan-01 00:00:00, 1708274.500000000, , , 10863.522849,
b0035-Jan-01 00:00:00, 1708639.500000000, , , 10852.474859,
b0034-Jan-01 00:00:00, 1709004.500000000, , , 10841.435709,
b0033-Jan-01 00:00:00, 1709369.500000000, , , 10830.405374,
b0032-Jan-01 00:00:00, 1709735.500000000, , , 10819.353646,
b0031-Jan-01 00:00:00, 1710100.500000000, , , 10808.340893,
b0030-Jan-01 00:00:00, 1710465.500000000, , , 10797.336883,
b0029-Jan-01 00:00:00, 1710830.500000000, , , 10786.341592,
b0028-Jan-01 00:00:00, 1711196.500000000, , , 10775.324907,
b0027-Jan-01 00:00:00, 1711561.500000000, , , 10764.347004,
b0026-Jan-01 00:00:00, 1711926.500000000, , , 10753.377747,
b0025-Jan-01 00:00:00, 1712291.500000000, , , 10742.417113,
b0024-Jan-01 00:00:00, 1712657.500000000, , , 10731.435083,
b0023-Jan-01 00:00:00, 1713022.500000000, , , 10720.491644,
b0022-Jan-01 00:00:00, 1713387.500000000, , , 10709.556755,
b0021-Jan-01 00:00:00, 1713752.500000000, , , 10698.630391,
b0020-Jan-01 00:00:00, 1714118.500000000, , , 10687.682629,
b0019-Jan-01 00:00:00, 1714483.500000000, , , 10676.773268,
b0018-Jan-01 00:00:00, 1714848.500000000, , , 10665.872359,
b0017-Jan-01 00:00:00, 1715213.500000000, , , 10654.979880,
b0016-Jan-01 00:00:00, 1715579.500000000, , , 10644.065998,
b0015-Jan-01 00:00:00, 1715944.500000000, , , 10633.190328,
b0014-Jan-01 00:00:00, 1716309.500000000, , , 10622.323014,
b0013-Jan-01 00:00:00, 1716674.500000000, , , 10611.464033,
b0012-Jan-01 00:00:00, 1717040.500000000, , , 10600.583644,
b0011-Jan-01 00:00:00, 1717405.500000000, , , 10589.741278,
b0010-Jan-01 00:00:00, 1717770.500000000, , , 10578.907173,
b0009-Jan-01 00:00:00, 1718135.500000000, , , 10568.081303,
b0008-Jan-01 00:00:00, 1718501.500000000, , , 10557.234019,
b0007-Jan-01 00:00:00, 1718866.500000000, , , 10546.424572,
b0006-Jan-01 00:00:00, 1719231.500000000, , , 10535.623288,
b0005-Jan-01 00:00:00, 1719596.500000000, , , 10524.830144,
b0004-Jan-01 00:00:00, 1719962.500000000, , , 10514.015578,
b0003-Jan-01 00:00:00, 1720327.500000000, , , 10503.238663,
b0002-Jan-01 00:00:00, 1720692.500000000, , , 10492.469814,
b0001-Jan-01 00:00:00, 1721057.500000000, , , 10481.709009,
 0001-Jan-01 00:00:00, 1721423.500000000, , , 10470.926774,
 0002-Jan-01 00:00:00, 1721788.500000000, , , 10460.182004,
 0003-Jan-01 00:00:00, 1722153.500000000, , , 10449.445205,
 0004-Jan-01 00:00:00, 1722518.500000000, , , 10438.716352,
 0005-Jan-01 00:00:00, 1722884.500000000, , , 10427.966060,
 0006-Jan-01 00:00:00, 1723249.500000000, , , 10417.253049,
 0007-Jan-01 00:00:00, 1723614.500000000, , , 10406.547913,
 0008-Jan-01 00:00:00, 1723979.500000000, , , 10395.850626,
 0009-Jan-01 00:00:00, 1724345.500000000, , , 10385.131890,
 0010-Jan-01 00:00:00, 1724710.500000000, , , 10374.450252,
 0011-Jan-01 00:00:00, 1725075.500000000, , , 10363.776392,
 0012-Jan-01 00:00:00, 1725440.500000000, , , 10353.110285,
 0013-Jan-01 00:00:00, 1725806.500000000, , , 10342.422717,
 0014-Jan-01 00:00:00, 1726171.500000000, , , 10331.772065,
 0015-Jan-01 00:00:00, 1726536.500000000, , , 10321.129095,
 0016-Jan-01 00:00:00, 1726901.500000000, , , 10310.493782,
 0017-Jan-01 00:00:00, 1727267.500000000, , , 10299.836994,
 0018-Jan-01 00:00:00, 1727632.500000000, , , 10289.216943,
 0019-Jan-01 00:00:00, 1727997.500000000, , , 10278.604476,
 0020-Jan-01 00:00:00, 1728362.500000000, , , 10267.999570,
 0021-Jan-01 00:00:00, 1728728.500000000, , , 10257.373176,
 0022-Jan-01 00:00:00, 1729093.500000000, , , 10246.783339,
 0023-Jan-01 00:00:00, 1729458.500000000, , , 10236.200989,
 0024-Jan-01 00:00:00, 1729823.500000000, , , 10225.626103,
 0025-Jan-01 00:00:00, 1730189.500000000, , , 10215.029716,
 0026-Jan-01 00:00:00, 1730554.500000000, , , 10204.469705,
 0027-Jan-01 00:00:00, 1730919.500000000, , , 10193.917087,
 0028-Jan-01 00:00:00, 1731284.500000000, , , 10183.371835,
 0029-Jan-01 00:00:00, 1731650.500000000, , , 10172.805066,
 0030-Jan-01 00:00:00, 1732015.500000000, , , 10162.274497,
 0031-Jan-01 00:00:00, 1732380.500000000, , , 10151.751222,
 0032-Jan-01 00:00:00, 1732745.500000000, , , 10141.235219,
 0033-Jan-01 00:00:00, 1733111.500000000, , , 10130.697681,
 0034-Jan-01 00:00:00, 1733476.500000000, , , 10120.196166,
 0035-Jan-01 00:00:00, 1733841.500000000, , , 10109.701850,
 0036-Jan-01 00:00:00, 1734206.500000000, , , 10099.214708,
 0037-Jan-01 00:00:00, 1734572.500000000, , , 10088.706014,
 0038-Jan-01 00:00:00, 1734937.500000000, , , 10078.233167,
 0039-Jan-01 00:00:00, 1735302.500000000, , , 10067.767423,
 0040-Jan-01 00:00:00, 1735667.500000000, , , 10057.308756,
 0041-Jan-01 00:00:00, 1736033.500000000, , , 10046.828518,
 0042-Jan-01 00:00:00, 1736398.500000000, , , 10036.383953,
 0043-Jan-01 00:00:00, 1736763.500000000, , , 10025.946394,
 0044-Jan-01 00:00:00, 1737128.500000000, , , 10015.515816,
 0045-Jan-01 00:00:00, 1737494.500000000, , , 10005.063647,
 0046-Jan-01 00:00:00, 1737859.500000000, , ,  9994.646978,
 0047-Jan-01 00:00:00, 1738224.500000000, , ,  9984.237218,
 0048-Jan-01 00:00:00, 1738589.500000000, , ,  9973.834342,
 0049-Jan-01 00:00:00, 1738955.500000000, , ,  9963.409854,
 0050-Jan-01 00:00:00, 1739320.500000000, , ,  9953.020694,
 0051-Jan-01 00:00:00, 1739685.500000000, , ,  9942.638347,
 0052-Jan-01 00:00:00, 1740050.500000000, , ,  9932.262787,
 0053-Jan-01 00:00:00, 1740416.500000000, , ,  9921.865593,
 0054-Jan-01 00:00:00, 1740781.500000000, , ,  9911.503556,
 0055-Jan-01 00:00:00, 1741146.500000000, , ,  9901.148235,
 0056-Jan-01 00:00:00, 1741511.500000000, , ,  9890.799605,
 0057-Jan-01 00:00:00, 1741877.500000000, , ,  9880.429318,
 0058-Jan-01 00:00:00, 1742242.500000000, , ,  9870.094017,
 0059-Jan-01 00:00:00, 1742607.500000000, , ,  9859.765335,
 0060-Jan-01 00:00:00, 1742972.500000000, , ,  9849.443249,
 0061-Jan-01 00:00:00, 1743338.500000000, , ,  9839.099481,
 0062-Jan-01 00:00:00, 1743703.500000000, , ,  9828.790530,
 0063-Jan-01 00:00:00, 1744068.500000000, , ,  9818.488102,
 0064-Jan-01 00:00:00, 1744433.500000000, , ,  9808.192172,
 0065-Jan-01 00:00:00, 1744799.500000000, , ,  9797.874536,
 0066-Jan-01 00:00:00, 1745164.500000000, , ,  9787.591548,
 0067-Jan-01 00:00:00, 1745529.500000000, , ,  9777.314987,
 0068-Jan-01 00:00:00, 1745894.500000000, , ,  9767.044828,
 0069-Jan-01 00:00:00, 1746260.500000000, , ,  9756.752936,
 0070-Jan-01 00:00:00, 1746625.500000000, , ,  9746.495526,
 0071-Jan-01 00:00:00, 1746990.500000000, , ,  9736.244446,
 0072-Jan-01 00:00:00, 1747355.500000000, , ,  9725.999671,
 0073-Jan-01 00:00:00, 1747721.500000000, , ,  9715.733136,
 0074-Jan-01 00:00:00, 1748086.500000000, , ,  9705.500917,
 0075-Jan-01 00:00:00, 1748451.500000000, , ,  9695.274931,
 0076-Jan-01 00:00:00, 1748816.500000000, , ,  9685.055154,
 0077-Jan-01 00:00:00, 1749182.500000000, , ,  9674.813588,
 0078-Jan-01 00:00:00, 1749547.500000000, , ,  9664.606173,
 0079-Jan-01 00:00:00, 1749912.500000000, , ,  9654.404895,
 0080-Jan-01 00:00:00, 1750277.500000000, , ,  9644.209730,
 0081-Jan-01 00:00:00, 1750643.500000000, , ,  9633.992746,
 0082-Jan-01 00:00:00, 1751008.500000000, , ,  9623.809750,
 0083-Jan-01 00:00:00, 1751373.500000000, , ,  9613.632793,
 0084-Jan-01 00:00:00, 1751738.500000000, , ,  9603.461853,
 0085-Jan-01 00:00:00, 1752104.500000000, , ,  9593.269063,
 0086-Jan-01 00:00:00, 1752469.500000000, , ,  9583.110099,
 0087-Jan-01 00:00:00, 1752834.500000000, , ,  9572.957078,
 0088-Jan-01 00:00:00, 1753199.500000000, , ,  9562.809976,
 0089-Jan-01 00:00:00, 1753565.500000000, , ,  9552.640994,
 0090-Jan-01 00:00:00, 1753930.500000000, , ,  9542.505674,
 0091-Jan-01 00:00:00, 1754295.500000000, , ,  9532.376202,
 0092-Jan-01 00:00:00, 1754660.500000000, , ,  9522.252553,
 0093-Jan-01 00:00:00, 1755026.500000000, , ,  9512.106990,
 0094-Jan-01 00:00:00, 1755391.500000000, , ,  9501.994930,
 0095-Jan-01 00:00:00, 1755756.500000000, , ,  9491.888620,
 0096-Jan-01 00:00:00, 1756121.500000000, , ,  9481.788037,
 0097-Jan-01 00:00:00, 1756487.500000000, , ,  9471.665506,
 0098-Jan-01 00:00:00, 1756852.500000000, , ,  9461.576319,
 0099-Jan-01 00:00:00, 1757217.500000000, , ,  9451.492785,
 0100-Jan-01 00:00:00, 1757582.500000000, , ,  9441.414881,
 0101-Jan-01 00:00:00, 1757948.500000000, , ,  9431.314996,
 0102-Jan-01 00:00:00, 1758313.500000000, , ,  9421.248295,
 0103-Jan-01 00:00:00, 1758678.500000000, , ,  9411.187151,
 0104-Jan-01 00:00:00, 1759043.500000000, , ,  9401.131540,
 0105-Jan-01 00:00:00, 1759409.500000000, , ,  9391.053912,
 0106-Jan-01 00:00:00, 1759774.500000000, , ,  9381.009311,
 0107-Jan-01 00:00:00, 1760139.500000000, , ,  9370.970170,
 0108-Jan-01 00:00:00, 1760504.500000000, , ,  9360.936466,
 0109-Jan-01 00:00:00, 1760870.500000000, , ,  9350.880708,
 0110-Jan-01 00:00:00, 1761235.500000000, , ,  9340.857820,
 0111-Jan-01 00:00:00, 1761600.500000000, , ,  9330.840297,
 0112-Jan-01 00:00:00, 1761965.500000000, , ,  9320.828114,
 0113-Jan-01 00:00:00, 1762331.500000000, , ,  9310.793838,
 0114-Jan-01 00:00:00, 1762696.500000000, , ,  9300.792277,
 0115-Jan-01 00:00:00, 1763061.500000000, , ,  9290.795984,
 0116-Jan-01 00:00:00, 1763426.500000000, , ,  9280.804935,
 0117-Jan-01 00:00:00, 1763792.500000000, , ,  9270.791755,
 0118-Jan-01 00:00:00, 1764157.500000000, , ,  9260.811135,
 0119-Jan-01 00:00:00, 1764522.500000000, , ,  9250.835686,
 0120-Jan-01 00:00:00, 1764887.500000000, , ,  9240.865385,
 0121-Jan-01 00:00:00, 1765253.500000000, , ,  9230.872912,
 0122-Jan-01 00:00:00, 1765618.500000000, , ,  9220.912846,
 0123-Jan-01 00:00:00, 1765983.500000000, , ,  9210.957856,
 0124-Jan-01 00:00:00, 1766348.500000000, , ,  9201.007916,
 0125-Jan-01 00:00:00, 1766714.500000000, , ,  9191.035763,
 0126-Jan-01 00:00:00, 1767079.500000000, , ,  9181.095866,
 0127-Jan-01 00:00:00, 1767444.500000000, , ,  9171.160946,
 0128-Jan-01 00:00:00, 1767809.500000000, , ,  9161.230982,
 0129-Jan-01 00:00:00, 1768175.500000000, , ,  9151.278761,
 0130-Jan-01 00:00:00, 1768540.500000000, , ,  9141.358646,
 0131-Jan-01 00:00:00, 1768905.500000000, , ,  9131.443412,
 0132-Jan-01 00:00:00, 1769270.500000000, , ,  9121.533035,
 0133-Jan-01 00:00:00, 1769636.500000000, , ,  9111.600361,
 0134-Jan-01 00:00:00, 1770001.500000000, , ,  9101.699640,
 0135-Jan-01 00:00:00, 1770366.500000000, , ,  9091.803705,
 0136-Jan-01 00:00:00, 1770731.500000000, , ,  9081.912531,
 0137-Jan-01 00:00:00, 1771097.500000000, , ,  9071.999014,
 0138-Jan-01 00:00:00, 1771462.500000000, , ,  9062.117303,
 0139-Jan-01 00:00:00, 1771827.500000000, , ,  9052.240280,
 0140-Jan-01 00:00:00, 1772192.500000000, , ,  9042.367922,
 0141-Jan-01 00:00:00, 1772558.500000000, , ,  9032.473176,
 0142-Jan-01 00:00:00, 1772923.500000000, , ,  9022.610087,
 0143-Jan-01 00:00:00, 1773288.500000000, , ,  9012.751590,
 0144-Jan-01 00:00:00, 1773653.500000000, , ,  9002.897661,
 0145-Jan-01 00:00:00, 1774019.500000000, , ,  8993.021298,
 0146-Jan-01 00:00:00, 1774384.500000000, , ,  8983.176446,
 0147-Jan-01 00:00:00, 1774749.500000000, , ,  8973.336089,
 0148-Jan-01 00:00:00, 1775114.500000000, , ,  8963.500203,
 0149-Jan-01 00:00:00, 1775480.500000000, , ,  8953.641835,
 0150-Jan-01 00:00:00, 1775845.500000000, , ,  8943.814833,
 0151-Jan-01 00:00:00, 1776210.500000000, , ,  8933.992229,
 0152-Jan-01 00:00:00, 1776575.500000000, , ,  8924.174000,
 0153-Jan-01 00:00:00, 1776941.500000000, , ,  8914.333241,
 0154-Jan-01 00:00:00, 1777306.500000000, , ,  8904.523701,
 0155-Jan-01 00:00:00, 1777671.500000000, , ,  8894.718464,
 0156-Jan-01 00:00:00, 1778036.500000000, , ,  8884.917506,
 0157-Jan-01 00:00:00, 1778402.500000000, , ,  8875.093968,
 0158-Jan-01 00:00:00, 1778767.500000000, , ,  8865.301505,
 0159-Jan-01 00:00:00, 1779132.500000000, , ,  8855.513249,
 0160-Jan-01 00:00:00, 1779497.500000000, , ,  8845.729175,
 0161-Jan-01 00:00:00, 1779863.500000000, , ,  8835.922469,
 0162-Jan-01 00:00:00, 1780228.500000000, , ,  8826.146698,
 0163-Jan-01 00:00:00, 1780593.500000000, , ,  8816.375036,
 0164-Jan-01 00:00:00, 1780958.500000000, , ,  8806.607459,
 0165-Jan-01 00:00:00, 1781324.500000000, , ,  8796.817200,
 0166-Jan-01 00:00:00, 1781689.500000000, , ,  8787.057732,
 0167-Jan-01 00:00:00, 1782054.500000000, , ,  8777.302278,
 0168-Jan-01 00:00:00, 1782419.500000000, , ,  8767.550813,
 0169-Jan-01 00:00:00, 1782785.500000000, , ,  8757.776612,
 0170-Jan-01 00:00:00, 1783150.500000000, , ,  8748.033062,
 0171-Jan-01 00:00:00, 1783515.500000000, , ,  8738.293430,
 0172-Jan-01 00:00:00, 1783880.500000000, , ,  8728.557689,
 0173-Jan-01 00:00:00, 1784246.500000000, , ,  8718.799159,
 0174-Jan-01 00:00:00, 1784611.500000000, , ,  8709.071142,
 0175-Jan-01 00:00:00, 1784976.500000000, , ,  8699.346944,
 0176-Jan-01 00:00:00, 1785341.500000000, , ,  8689.626542,
 0177-Jan-01 00:00:00, 1785707.500000000, , ,  8679.883296,
 0178-Jan-01 00:00:00, 1786072.500000000, , ,  8670.170423,
 0179-Jan-01 00:00:00, 1786437.500000000, , ,  8660.461274,
 0180-Jan-01 00:00:00, 1786802.500000000, , ,  8650.755824,
 0181-Jan-01 00:00:00, 1787168.500000000, , ,  8641.027474,
 0182-Jan-01 00:00:00, 1787533.500000000, , ,  8631.329361,
 0183-Jan-01 00:00:00, 1787898.500000000, , ,  8621.634874,
 0184-Jan-01 00:00:00, 1788263.500000000, , ,  8611.943990,
 0185-Jan-01 00:00:00, 1788629.500000000, , ,  8602.230149,
 0186-Jan-01 00:00:00, 1788994.500000000, , ,  8592.546407,
 0187-Jan-01 00:00:00, 1789359.500000000, , ,  8582.866197,
 0188-Jan-01 00:00:00, 1789724.500000000, , ,  8573.189492,
 0189-Jan-01 00:00:00, 1790090.500000000, , ,  8563.489772,
 0190-Jan-01 00:00:00, 1790455.500000000, , ,  8553.820017,
 0191-Jan-01 00:00:00, 1790820.500000000, , ,  8544.153696,
 0192-Jan-01 00:00:00, 1791185.500000000, , ,  8534.490784,
 0193-Jan-01 00:00:00, 1791551.500000000, , ,  8524.804798,
 0194-Jan-01 00:00:00, 1791916.500000000, , ,  8515.148643,
 0195-Jan-01 00:00:00, 1792281.500000000, , ,  8505.495825,
 0196-Jan-01 00:00:00, 1792646.500000000, , ,  8495.846320,
 0197-Jan-01 00:00:00, 1793012.500000000, , ,  8486.173681,
